Directorio,¿Juega videojuegos?,¿Con qué frecuencia?
3091332,2,0
3091332,2,0
3091333,1,2
3091333,2,0
3091334,2,0
3091334,2,0
3091335,2,0
3091335,2,0
3091336,2,0
3091336,2,0
3091337,2,0
3091337,2,0
3091338,2,0
3091338,2,0
3091339,2,0
3091340,2,0
3091341,2,0
3091341,2,0
3091343,2,0
3091344,2,0
3091344,2,0
3091344,2,0
3091345,2,0
3091345,2,0
3091346,2,0
3091346,2,0
3091347,1,2
3091347,1,3
3091348,1,4
3091348,2,0
3091348,2,0
3091349,1,1
3091349,2,0
3091349,2,0
3091349,2,0
3091349,2,0
3091349,2,0
3091349,2,0
3091350,2,0
3091350,2,0
3091351,2,0
3091351,2,0
3091351,2,0
3091352,2,0
3091352,2,0
3091352,2,0
3091352,2,0
3091354,2,0
3091354,2,0
3091354,2,0
3091355,1,3
3091355,2,0
3091355,2,0
3091355,2,0
3091356,2,0
3091356,2,0
3091356,2,0
3091357,2,0
3091357,2,0
3091359,2,0
3091359,2,0
3091360,1,1
3091361,1,2
3091361,2,0
3091362,1,1
3091362,2,0
3091362,2,0
3091363,2,0
3091363,2,0
3091365,1,1
3091365,1,2
3091365,2,0
3091366,2,0
3091366,2,0
3091367,2,0
3091367,2,0
3091368,2,0
3091368,2,0
3091368,2,0
3091368,2,0
3091368,2,0
3091369,2,0
3091369,2,0
3091370,1,2
3091370,2,0
3091370,2,0
3091370,2,0
3091370,2,0
3091371,2,0
3091371,2,0
3091372,2,0
3091372,2,0
3091373,1,2
3091373,2,0
3091373,2,0
3091373,2,0
3091373,2,0
3091374,2,0
3091374,2,0
3091375,1,2
3091375,2,0
3091375,2,0
3091376,2,0
3091376,2,0
3091377,2,0
3091377,2,0
3091377,2,0
3091379,1,1
3091379,2,0
3091379,2,0
3091380,2,0
3091380,2,0
3091380,2,0
3091381,2,0
3091381,2,0
3091381,2,0
3091383,2,0
3091383,2,0
3091384,1,2
3091384,2,0
3091385,1,2
3091386,2,0
3091386,2,0
3091387,1,2
3091387,2,0
3091387,2,0
3091389,2,0
3091389,2,0
3091389,2,0
3091389,2,0
3091389,2,0
3091390,2,0
3091390,2,0
3091390,2,0
3091391,2,0
3091391,2,0
3091391,2,0
3091391,2,0
3091392,1,3
3091392,2,0
3091393,2,0
3091394,1,3
3091394,2,0
3091395,1,2
3091395,1,3
3091397,2,0
3091397,2,0
3091398,2,0
3091398,2,0
3091399,1,1
3091399,2,0
3091399,2,0
3091399,2,0
3091401,2,0
3091401,2,0
3091403,2,0
3091403,2,0
3091403,2,0
3091403,2,0
3091404,2,0
3091404,2,0
3091405,1,2
3091405,2,0
3091406,2,0
3091407,2,0
3091407,2,0
3091408,1,4
3091408,1,4
3091408,2,0
3091409,2,0
3091409,2,0
3091411,1,2
3091411,1,4
3091411,2,0
3091411,2,0
3091411,2,0
3091412,2,0
3091412,2,0
3091414,1,1
3091414,1,1
3091414,1,1
3091414,2,0
3091414,2,0
3091415,1,2
3091415,1,4
3091416,2,0
3091416,2,0
3091417,2,0
3091417,2,0
3091417,2,0
3091418,2,0
3091418,2,0
3091419,2,0
3091419,2,0
3091419,2,0
3091420,1,2
3091420,2,0
3091420,2,0
3091420,2,0
3091421,1,1
3091421,1,3
3091421,2,0
3091422,2,0
3091423,2,0
3091424,2,0
3091425,2,0
3091426,1,2
3091426,1,2
3091427,1,2
3091427,2,0
3091427,2,0
3091428,2,0
3091428,2,0
3091428,2,0
3091429,2,0
3091429,2,0
3091430,2,0
3091431,2,0
3091431,2,0
3091431,2,0
3091432,2,0
3091432,2,0
3091433,1,2
3091433,2,0
3091433,2,0
3091434,2,0
3091436,2,0
3091436,2,0
3091436,2,0
3091437,2,0
3091437,2,0
3091437,2,0
3091438,1,2
3091438,2,0
3091438,2,0
3091439,2,0
3091440,2,0
3091441,2,0
3091441,2,0
3091441,2,0
3091442,2,0
3091442,2,0
3091442,2,0
3091442,2,0
3091443,1,3
3091443,1,4
3091443,2,0
3091443,2,0
3091444,2,0
3091444,2,0
3091444,2,0
3091444,2,0
3091444,2,0
3091445,1,2
3091445,2,0
3091445,2,0
3091446,1,2
3091446,2,0
3091446,2,0
3091447,2,0
3091447,2,0
3091449,1,2
3091449,2,0
3091449,2,0
3091450,2,0
3091450,2,0
3091451,2,0
3091451,2,0
3091453,2,0
3091453,2,0
3091453,2,0
3091454,2,0
3091454,2,0
3091456,2,0
3091456,2,0
3091457,1,3
3091457,2,0
3091458,1,1
3091458,2,0
3091459,2,0
3091460,1,3
3091460,2,0
3091460,2,0
3091461,2,0
3091461,2,0
3091463,2,0
3091463,2,0
3091463,2,0
3091463,2,0
3091464,2,0
3091464,2,0
3091464,2,0
3091464,2,0
3091465,2,0
3091466,2,0
3091466,2,0
3091466,2,0
3091466,2,0
3091468,2,0
3091468,2,0
3091469,2,0
3091470,1,2
3091470,2,0
3091470,2,0
3091471,1,2
3091472,1,2
3091472,1,2
3091472,2,0
3091473,2,0
3091473,2,0
3091473,2,0
3091473,2,0
3091473,2,0
3091474,2,0
3091475,2,0
3091475,2,0
3091475,2,0
3091475,2,0
3091477,2,0
3091477,2,0
3091478,2,0
3091478,2,0
3091478,2,0
3091478,2,0
3091479,1,2
3091479,2,0
3091479,2,0
3091479,2,0
3091480,2,0
3091481,1,2
3091481,2,0
3091482,2,0
3091482,2,0
3091482,2,0
3091482,2,0
3091483,1,2
3091483,2,0
3091484,2,0
3091485,2,0
3091485,2,0
3091486,2,0
3091486,2,0
3091488,1,2
3091488,2,0
3091488,2,0
3091488,2,0
3091488,2,0
3091488,2,0
3091489,1,2
3091489,2,0
3091489,2,0
3091490,2,0
3091490,2,0
3091491,1,2
3091491,1,2
3091491,1,2
3091491,2,0
3091491,2,0
3091492,2,0
3091492,2,0
3091493,2,0
3091493,2,0
3091493,2,0
3091494,1,3
3091495,2,0
3091495,2,0
3091495,2,0
3091496,2,0
3091496,2,0
3091496,2,0
3091496,2,0
3091497,2,0
3091498,1,2
3091498,2,0
3091498,2,0
3091498,2,0
3091499,2,0
3091500,2,0
3091500,2,0
3091501,2,0
3091501,2,0
3091501,2,0
3091501,2,0
3091502,2,0
3091502,2,0
3091502,2,0
3091503,1,2
3091503,1,2
3091503,2,0
3091503,2,0
3091503,2,0
3091503,2,0
3091503,2,0
3091504,2,0
3091504,2,0
3091505,1,3
3091505,2,0
3091505,2,0
3091507,2,0
3091508,2,0
3091508,2,0
3091509,2,0
3091509,2,0
3091511,1,1
3091511,1,2
3091512,1,3
3091512,2,0
3091513,2,0
3091513,2,0
3091515,1,3
3091515,2,0
3091516,2,0
3091516,2,0
3091516,2,0
3091517,1,2
3091519,2,0
3091519,2,0
3091521,2,0
3091521,2,0
3091522,2,0
3091522,2,0
3091522,2,0
3091523,2,0
3091524,1,3
3091524,1,3
3091524,2,0
3091526,2,0
3091526,2,0
3091526,2,0
3091527,2,0
3091528,1,2
3091528,2,0
3091528,2,0
3091529,2,0
3091529,2,0
3091530,2,0
3091530,2,0
3091530,2,0
3091531,1,2
3091531,2,0
3091531,2,0
3091532,2,0
3091533,2,0
3091533,2,0
3091533,2,0
3091533,2,0
3091534,1,2
3091534,1,2
3091534,2,0
3091534,2,0
3091535,2,0
3091535,2,0
3091535,2,0
3091535,2,0
3091536,2,0
3091536,2,0
3091536,2,0
3091537,2,0
3091538,1,2
3091538,2,0
3091539,2,0
3091539,2,0
3091539,2,0
3091540,1,3
3091540,2,0
3091542,2,0
3091543,1,2
3091543,1,3
3091543,2,0
3091543,2,0
3091543,2,0
3091544,2,0
3091544,2,0
3091547,2,0
3091547,2,0
3091549,2,0
3091549,2,0
3091550,2,0
3091550,2,0
3091551,2,0
3091551,2,0
3091552,1,1
3091552,1,1
3091552,2,0
3091552,2,0
3091553,1,1
3091553,1,3
3091553,2,0
3091553,2,0
3091554,2,0
3091554,2,0
3091554,2,0
3091555,2,0
3091555,2,0
3091555,2,0
3091556,2,0
3091557,1,2
3091557,1,3
3091557,2,0
3091557,2,0
3091558,2,0
3091558,2,0
3091558,2,0
3091558,2,0
3091559,2,0
3091560,2,0
3091560,2,0
3091560,2,0
3091560,2,0
3091560,2,0
3091563,2,0
3091564,1,3
3091564,2,0
3091564,2,0
3091565,2,0
3091565,2,0
3091566,2,0
3091566,2,0
3091567,2,0
3091567,2,0
3091567,2,0
3091568,1,2
3091568,2,0
3091569,2,0
3091570,1,1
3091570,1,1
3091570,1,1
3091570,1,3
3091570,2,0
3091570,2,0
3091571,2,0
3091572,2,0
3091572,2,0
3091573,2,0
3091573,2,0
3091573,2,0
3091573,2,0
3091573,2,0
3091574,1,2
3091574,1,2
3091574,2,0
3091574,2,0
3091575,1,2
3091575,2,0
3091576,1,2
3091576,1,2
3091576,2,0
3091576,2,0
3091576,2,0
3091577,2,0
3091577,2,0
3091578,2,0
3091578,2,0
3091578,2,0
3091579,2,0
3091579,2,0
3091579,2,0
3091579,2,0
3091579,2,0
3091579,2,0
3091579,2,0
3091580,1,3
3091580,2,0
3091580,2,0
3091581,1,3
3091581,2,0
3091582,2,0
3091582,2,0
3091583,2,0
3091583,2,0
3091585,1,2
3091585,2,0
3091585,2,0
3091585,2,0
3091586,1,3
3091586,1,3
3091588,2,0
3091589,1,2
3091589,2,0
3091589,2,0
3091590,2,0
3091590,2,0
3091590,2,0
3091590,2,0
3091591,2,0
3091591,2,0
3091591,2,0
3091592,1,2
3091592,1,2
3091592,2,0
3091592,2,0
3091594,1,2
3091594,2,0
3091594,2,0
3091595,1,2
3091595,1,2
3091595,2,0
3091595,2,0
3091596,2,0
3091596,2,0
3091597,2,0
3091597,2,0
3091597,2,0
3091598,2,0
3091598,2,0
3091598,2,0
3091599,2,0
3091599,2,0
3091599,2,0
3091599,2,0
3091599,2,0
3091599,2,0
3091600,2,0
3091600,2,0
3091601,1,3
3091601,2,0
3091602,2,0
3091602,2,0
3091603,2,0
3091603,2,0
3091603,2,0
3091604,2,0
3091604,2,0
3091604,2,0
3091604,2,0
3091605,2,0
3091605,2,0
3091605,2,0
3091606,2,0
3091607,2,0
3091608,2,0
3091608,2,0
3091609,1,2
3091609,2,0
3091610,2,0
3091610,2,0
3091610,2,0
3091612,1,2
3091612,2,0
3091612,2,0
3091612,2,0
3091613,1,2
3091613,1,2
3091613,2,0
3091613,2,0
3091615,2,0
3091615,2,0
3091615,2,0
3091616,2,0
3091616,2,0
3091617,2,0
3091618,2,0
3091618,2,0
3091619,2,0
3091619,2,0
3091619,2,0
3091620,2,0
3091620,2,0
3091620,2,0
3091621,2,0
3091623,2,0
3091623,2,0
3091624,2,0
3091624,2,0
3091624,2,0
3091624,2,0
3091624,2,0
3091625,2,0
3091625,2,0
3091626,1,2
3091626,2,0
3091626,2,0
3091626,2,0
3091627,1,3
3091628,2,0
3091629,2,0
3091631,2,0
3091631,2,0
3091631,2,0
3091631,2,0
3091632,2,0
3091632,2,0
3091632,2,0
3091633,1,3
3091633,1,3
3091633,2,0
3091633,2,0
3091633,2,0
3091634,2,0
3091634,2,0
3091636,2,0
3091636,2,0
3091637,2,0
3091637,2,0
3091637,2,0
3091637,2,0
3091638,2,0
3091638,2,0
3091639,2,0
3091639,2,0
3091639,2,0
3091639,2,0
3091640,2,0
3091640,2,0
3091641,2,0
3091641,2,0
3091642,2,0
3091642,2,0
3091642,2,0
3091643,2,0
3091643,2,0
3091644,2,0
3091644,2,0
3091644,2,0
3091645,2,0
3091646,1,2
3091646,1,2
3091646,2,0
3091646,2,0
3091646,2,0
3091647,1,2
3091647,2,0
3091647,2,0
3091648,1,2
3091648,2,0
3091648,2,0
3091648,2,0
3091648,2,0
3091649,2,0
3091649,2,0
3091650,2,0
3091650,2,0
3091650,2,0
3091651,2,0
3091651,2,0
3091652,1,2
3091652,2,0
3091652,2,0
3091653,2,0
3091654,2,0
3091654,2,0
3091655,2,0
3091656,2,0
3091656,2,0
3091656,2,0
3091657,2,0
3091658,1,2
3091658,2,0
3091658,2,0
3091661,2,0
3091661,2,0
3091661,2,0
3091662,1,2
3091662,1,2
3091662,2,0
3091662,2,0
3091663,2,0
3091664,2,0
3091665,2,0
3091665,2,0
3091666,2,0
3091666,2,0
3091666,2,0
3091667,1,1
3091667,1,1
3091667,2,0
3091667,2,0
3091668,1,2
3091668,2,0
3091668,2,0
3091669,1,2
3091669,2,0
3091669,2,0
3091669,2,0
3091669,2,0
3091670,1,1
3091670,2,0
3091670,2,0
3091671,2,0
3091672,2,0
3091672,2,0
3091673,2,0
3091673,2,0
3091673,2,0
3091673,2,0
3091674,2,0
3091674,2,0
3091674,2,0
3091674,2,0
3091675,1,2
3091675,2,0
3091675,2,0
3091675,2,0
3091675,2,0
3091676,1,2
3091676,2,0
3091676,2,0
3091676,2,0
3091677,2,0
3091677,2,0
3091677,2,0
3091677,2,0
3091678,2,0
3091678,2,0
3091678,2,0
3091679,2,0
3091680,2,0
3091680,2,0
3091681,2,0
3091682,2,0
3091682,2,0
3091682,2,0
3091682,2,0
3091683,2,0
3091683,2,0
3091684,2,0
3091684,2,0
3091685,2,0
3091685,2,0
3091685,2,0
3091686,2,0
3091686,2,0
3091686,2,0
3091687,2,0
3091687,2,0
3091687,2,0
3091687,2,0
3091688,2,0
3091688,2,0
3091688,2,0
3091688,2,0
3091689,2,0
3091689,2,0
3091690,2,0
3091692,2,0
3091692,2,0
3091694,1,1
3091694,1,2
3091694,1,2
3091694,2,0
3091694,2,0
3091695,2,0
3091696,2,0
3091697,1,2
3091697,2,0
3091697,2,0
3091697,2,0
3091698,2,0
3091698,2,0
3091699,2,0
3091700,1,1
3091700,1,2
3091700,1,2
3091700,2,0
3091701,1,3
3091701,2,0
3091701,2,0
3091702,1,1
3091702,2,0
3091702,2,0
3091703,2,0
3091704,2,0
3091704,2,0
3091704,2,0
3091705,1,1
3091705,2,0
3091705,2,0
3091705,2,0
3091706,2,0
3091706,2,0
3091706,2,0
3091706,2,0
3091706,2,0
3091707,2,0
3091708,2,0
3091708,2,0
3091709,1,2
3091709,1,2
3091709,2,0
3091710,2,0
3091710,2,0
3091710,2,0
3091711,2,0
3091711,2,0
3091711,2,0
3091711,2,0
3091711,2,0
3091712,1,4
3091712,2,0
3091713,2,0
3091713,2,0
3091713,2,0
3091713,2,0
3091714,1,1
3091714,1,1
3091714,2,0
3091714,2,0
3091715,2,0
3091715,2,0
3091715,2,0
3091715,2,0
3091715,2,0
3091716,1,2
3091716,2,0
3091717,1,2
3091717,2,0
3091717,2,0
3091719,1,1
3091719,1,2
3091719,2,0
3091719,2,0
3091720,2,0
3091720,2,0
3091721,2,0
3091723,2,0
3091723,2,0
3091723,2,0
3091724,1,1
3091724,1,2
3091724,2,0
3091724,2,0
3091726,2,0
3091726,2,0
3091727,1,1
3091727,1,2
3091727,1,2
3091727,2,0
3091727,2,0
3091727,2,0
3091727,2,0
3091727,2,0
3091727,2,0
3091729,2,0
3091730,2,0
3091730,2,0
3091730,2,0
3091730,2,0
3091730,2,0
3091731,2,0
3091731,2,0
3091731,2,0
3091732,2,0
3091732,2,0
3091732,2,0
3091732,2,0
3091732,2,0
3091733,1,3
3091733,2,0
3091733,2,0
3091734,2,0
3091734,2,0
3091735,2,0
3091736,2,0
3091736,2,0
3091737,1,3
3091737,2,0
3091738,1,2
3091738,2,0
3091738,2,0
3091738,2,0
3091738,2,0
3091738,2,0
3091738,2,0
3091738,2,0
3091738,2,0
3091739,2,0
3091739,2,0
3091739,2,0
3091740,2,0
3091740,2,0
3091741,1,2
3091741,2,0
3091741,2,0
3091741,2,0
3091742,2,0
3091742,2,0
3091742,2,0
3091743,2,0
3091744,2,0
3091744,2,0
3091744,2,0
3091745,2,0
3091745,2,0
3091746,2,0
3091746,2,0
3091747,1,1
3091747,2,0
3091747,2,0
3091748,2,0
3091748,2,0
3091749,2,0
3091749,2,0
3091749,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091750,2,0
3091751,2,0
3091751,2,0
3091752,2,0
3091752,2,0
3091752,2,0
3091753,2,0
3091753,2,0
3091754,1,2
3091754,2,0
3091754,2,0
3091755,1,1
3091755,2,0
3091755,2,0
3091755,2,0
3091756,1,2
3091756,1,2
3091756,1,2
3091757,2,0
3091757,2,0
3091758,2,0
3091758,2,0
3091759,2,0
3091759,2,0
3091760,2,0
3091760,2,0
3091760,2,0
3091761,1,1
3091761,1,1
3091761,2,0
3091762,2,0
3091762,2,0
3091762,2,0
3091763,2,0
3091764,1,2
3091764,2,0
3091764,2,0
3091764,2,0
3091765,1,3
3091765,2,0
3091766,1,2
3091766,2,0
3091767,1,2
3091767,1,2
3091767,2,0
3091767,2,0
3091767,2,0
3091768,2,0
3091768,2,0
3091768,2,0
3091769,1,2
3091769,2,0
3091770,2,0
3091770,2,0
3091770,2,0
3091771,2,0
3091771,2,0
3091771,2,0
3091772,2,0
3091772,2,0
3091772,2,0
3091772,2,0
3091772,2,0
3091772,2,0
3091773,1,2
3091773,1,2
3091773,1,2
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091773,2,0
3091775,2,0
3091775,2,0
3091775,2,0
3091776,2,0
3091776,2,0
3091777,2,0
3091777,2,0
3091777,2,0
3091777,2,0
3091778,2,0
3091778,2,0
3091778,2,0
3091778,2,0
3091780,2,0
3091780,2,0
3091781,2,0
3091782,1,1
3091782,1,2
3091782,1,3
3091782,2,0
3091783,1,2
3091783,1,2
3091784,2,0
3091784,2,0
3091785,1,2
3091785,2,0
3091785,2,0
3091785,2,0
3091785,2,0
3091786,2,0
3091786,2,0
3091787,2,0
3091787,2,0
3091787,2,0
3091787,2,0
3091787,2,0
3091788,1,3
3091788,2,0
3091789,2,0
3091789,2,0
3091790,2,0
3091790,2,0
3091790,2,0
3091791,1,1
3091791,1,1
3091791,2,0
3091791,2,0
3091791,2,0
3091791,2,0
3091791,2,0
3091792,2,0
3091792,2,0
3091793,2,0
3091794,2,0
3091794,2,0
3091794,2,0
3091794,2,0
3091795,2,0
3091796,1,1
3091797,2,0
3091797,2,0
3091797,2,0
3091797,2,0
3091798,1,2
3091798,2,0
3091798,2,0
3091798,2,0
3091799,1,1
3091799,2,0
3091799,2,0
3091799,2,0
3091799,2,0
3091800,1,1
3091800,2,0
3091800,2,0
3091802,2,0
3091803,2,0
3091804,2,0
3091804,2,0
3091805,2,0
3091805,2,0
3091807,1,1
3091807,1,3
3091807,2,0
3091807,2,0
3091808,1,2
3091808,2,0
3091809,2,0
3091809,2,0
3091809,2,0
3091809,2,0
3091809,2,0
3091810,1,2
3091810,2,0
3091810,2,0
3091810,2,0
3091811,2,0
3091811,2,0
3091811,2,0
3091812,1,2
3091812,2,0
3091812,2,0
3091813,2,0
3091813,2,0
3091814,2,0
3091814,2,0
3091814,2,0
3091814,2,0
3091814,2,0
3091815,2,0
3091815,2,0
3091816,2,0
3091816,2,0
3091817,1,1
3091817,1,3
3091817,2,0
3091818,1,2
3091818,1,2
3091818,2,0
3091818,2,0
3091818,2,0
3091819,2,0
3091819,2,0
3091819,2,0
3091820,1,2
3091820,2,0
3091820,2,0
3091820,2,0
3091820,2,0
3091820,2,0
3091820,2,0
3091822,1,2
3091822,2,0
3091822,2,0
3091822,2,0
3091822,2,0
3091822,2,0
3091823,2,0
3091823,2,0
3091823,2,0
3091823,2,0
3091825,1,1
3091825,2,0
3091825,2,0
3091825,2,0
3091825,2,0
3091826,1,3
3091826,2,0
3091826,2,0
3091827,1,2
3091827,2,0
3091827,2,0
3091828,1,2
3091828,1,2
3091828,2,0
3091828,2,0
3091829,2,0
3091829,2,0
3091830,1,3
3091830,2,0
3091830,2,0
3091831,1,3
3091831,2,0
3091833,1,2
3091833,1,2
3091833,2,0
3091833,2,0
3091833,2,0
3091833,2,0
3091833,2,0
3091834,2,0
3091834,2,0
3091834,2,0
3091835,2,0
3091836,1,3
3091836,2,0
3091836,2,0
3091837,2,0
3091837,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091838,2,0
3091839,1,2
3091839,2,0
3091839,2,0
3091840,1,2
3091840,1,3
3091841,2,0
3091841,2,0
3091842,1,2
3091842,2,0
3091843,1,3
3091843,2,0
3091843,2,0
3091843,2,0
3091843,2,0
3091844,1,2
3091844,2,0
3091844,2,0
3091844,2,0
3091845,1,1
3091845,1,3
3091845,2,0
3091845,2,0
3091846,2,0
3091846,2,0
3091847,1,2
3091847,2,0
3091849,1,3
3091849,2,0
3091850,2,0
3091851,2,0
3091851,2,0
3091852,2,0
3091852,2,0
3091852,2,0
3091853,2,0
3091853,2,0
3091853,2,0
3091853,2,0
3091854,1,2
3091854,1,2
3091854,2,0
3091854,2,0
3091855,1,2
3091855,2,0
3091856,1,2
3091856,2,0
3091856,2,0
3091856,2,0
3091857,1,1
3091857,1,2
3091857,2,0
3091857,2,0
3091857,2,0
3091857,2,0
3091857,2,0
3091858,2,0
3091858,2,0
3091859,2,0
3091859,2,0
3091860,1,1
3091860,2,0
3091860,2,0
3091861,2,0
3091861,2,0
3091861,2,0
3091862,2,0
3091862,2,0
3091862,2,0
3091863,2,0
3091864,1,2
3091864,2,0
3091865,1,1
3091865,2,0
3091866,1,2
3091866,2,0
3091869,1,3
3091869,1,3
3091869,2,0
3091869,2,0
3091869,2,0
3091870,2,0
3091870,2,0
3091870,2,0
3091870,2,0
3091871,2,0
3091871,2,0
3091871,2,0
3091872,2,0
3091872,2,0
3091873,2,0
3091873,2,0
3091874,2,0
3091874,2,0
3091875,1,2
3091875,2,0
3091875,2,0
3091875,2,0
3091876,2,0
3091876,2,0
3091877,1,4
3091877,2,0
3091878,2,0
3091881,2,0
3091882,2,0
3091882,2,0
3091882,2,0
3091884,2,0
3091886,2,0
3091886,2,0
3091886,2,0
3091886,2,0
3091887,1,3
3091887,2,0
3091887,2,0
3091888,1,1
3091888,2,0
3091888,2,0
3091888,2,0
3091891,2,0
3091891,2,0
3091891,2,0
3091893,2,0
3091893,2,0
3091895,1,2
3091895,1,2
3091895,2,0
3091896,2,0
3091896,2,0
3091897,1,2
3091897,1,2
3091897,1,3
3091897,2,0
3091897,2,0
3091897,2,0
3091897,2,0
3091897,2,0
3091898,2,0
3091898,2,0
3091899,1,2
3091899,1,4
3091899,2,0
3091901,2,0
3091901,2,0
3091901,2,0
3091901,2,0
3091901,2,0
3091902,1,3
3091902,2,0
3091903,2,0
3091903,2,0
3091903,2,0
3091903,2,0
3091903,2,0
3091903,2,0
3091904,1,1
3091904,2,0
3091905,2,0
3091905,2,0
3091905,2,0
3091906,1,2
3091906,2,0
3091906,2,0
3091906,2,0
3091907,2,0
3091907,2,0
3091908,2,0
3091908,2,0
3091908,2,0
3091908,2,0
3091908,2,0
3091909,1,2
3091909,2,0
3091910,1,2
3091910,2,0
3091910,2,0
3091911,2,0
3091911,2,0
3091912,1,2
3091912,1,2
3091912,1,3
3091912,2,0
3091913,2,0
3091913,2,0
3091913,2,0
3091914,1,1
3091914,1,2
3091914,2,0
3091914,2,0
3091915,2,0
3091915,2,0
3091916,1,1
3091916,1,1
3091916,2,0
3091916,2,0
3091917,1,1
3091917,1,1
3091917,2,0
3091917,2,0
3091918,1,3
3091918,1,4
3091918,2,0
3091919,2,0
3091919,2,0
3091919,2,0
3091919,2,0
3091920,1,2
3091920,2,0
3091920,2,0
3091920,2,0
3091921,1,1
3091921,1,3
3091921,2,0
3091924,2,0
3091924,2,0
3091924,2,0
3091925,2,0
3091926,2,0
3091926,2,0
3091927,2,0
3091927,2,0
3091927,2,0
3091927,2,0
3091928,1,2
3091928,2,0
3091928,2,0
3091929,2,0
3091929,2,0
3091929,2,0
3091930,2,0
3091931,1,4
3091931,2,0
3091931,2,0
3091931,2,0
3091931,2,0
3091932,1,2
3091932,2,0
3091933,2,0
3091933,2,0
3091934,1,1
3091934,1,1
3091934,1,1
3091935,1,2
3091936,2,0
3091936,2,0
3091937,1,2
3091937,2,0
3091937,2,0
3091938,2,0
3091939,1,2
3091939,2,0
3091939,2,0
3091940,2,0
3091940,2,0
3091942,2,0
3091942,2,0
3091943,2,0
3091943,2,0
3091943,2,0
3091944,2,0
3091944,2,0
3091944,2,0
3091945,1,2
3091945,2,0
3091946,2,0
3091947,1,1
3091947,1,4
3091947,2,0
3091948,2,0
3091948,2,0
3091949,2,0
3091949,2,0
3091949,2,0
3091950,2,0
3091950,2,0
3091950,2,0
3091951,2,0
3091951,2,0
3091952,2,0
3091952,2,0
3091953,1,1
3091953,1,1
3091953,1,4
3091954,2,0
3091954,2,0
3091955,1,1
3091955,2,0
3091955,2,0
3091956,2,0
3091957,1,2
3091958,1,1
3091958,2,0
3091960,2,0
3091960,2,0
3091960,2,0
3091960,2,0
3091960,2,0
3091960,2,0
3091960,2,0
3091961,2,0
3091961,2,0
3091963,2,0
3091963,2,0
3091963,2,0
3091964,2,0
3091964,2,0
3091964,2,0
3091965,2,0
3091965,2,0
3091966,1,3
3091966,2,0
3091966,2,0
3091967,1,2
3091967,1,2
3091967,2,0
3091967,2,0
3091970,1,2
3091970,1,3
3091970,2,0
3091971,2,0
3091971,2,0
3091972,1,1
3091972,2,0
3091973,1,2
3091973,2,0
3091973,2,0
3091973,2,0
3091974,2,0
3091975,2,0
3091975,2,0
3091975,2,0
3091976,2,0
3091977,2,0
3091977,2,0
3091978,1,3
3091978,2,0
3091978,2,0
3091979,2,0
3091982,1,2
3091982,2,0
3091982,2,0
3091982,2,0
3091982,2,0
3091983,2,0
3091983,2,0
3091988,1,3
3091988,2,0
3091988,2,0
3091988,2,0
3091989,1,2
3091989,2,0
3091990,1,2
3091992,2,0
3091994,2,0
3091994,2,0
3091994,2,0
3091995,2,0
3091995,2,0
3091995,2,0
3091996,1,4
3091996,2,0
3092000,2,0
3092000,2,0
3092001,1,2
3092001,2,0
3092001,2,0
3092001,2,0
3092001,2,0
3092002,2,0
3092003,2,0
3092003,2,0
3092004,2,0
3092005,2,0
3092005,2,0
3092005,2,0
3092006,2,0
3092006,2,0
3092008,2,0
3092008,2,0
3092010,2,0
3092010,2,0
3092010,2,0
3092012,2,0
3092012,2,0
3092012,2,0
3092013,2,0
3092014,2,0
3092014,2,0
3092015,2,0
3092016,1,3
3092017,2,0
3092017,2,0
3092018,2,0
3092018,2,0
3092019,2,0
3092022,2,0
3092023,2,0
3092023,2,0
3092023,2,0
3092023,2,0
3092023,2,0
3092024,2,0
3092025,2,0
3092027,2,0
3092027,2,0
3092028,2,0
3092028,2,0
3092028,2,0
3092028,2,0
3092028,2,0
3092029,2,0
3092029,2,0
3092029,2,0
3092030,2,0
3092030,2,0
3092030,2,0
3092031,2,0
3092031,2,0
3092032,2,0
3092033,1,2
3092033,1,3
3092033,2,0
3092033,2,0
3092034,2,0
3092034,2,0
3092035,2,0
3092036,1,3
3092036,2,0
3092036,2,0
3092036,2,0
3092037,1,4
3092037,2,0
3092037,2,0
3092037,2,0
3092037,2,0
3092037,2,0
3092037,2,0
3092038,1,3
3092038,1,3
3092038,2,0
3092039,2,0
3092039,2,0
3092039,2,0
3092174,1,1
3092174,1,2
3092174,2,0
3092174,2,0
3092174,2,0
3092175,2,0
3092175,2,0
3092176,1,2
3092177,1,2
3092177,2,0
3092177,2,0
3092178,1,1
3092178,1,1
3092178,2,0
3092179,2,0
3092180,2,0
3092181,2,0
3092181,2,0
3092182,1,2
3092182,2,0
3092183,2,0
3092183,2,0
3092184,2,0
3092184,2,0
3092185,2,0
3092185,2,0
3092185,2,0
3092186,1,3
3092188,1,2
3092188,2,0
3092188,2,0
3092189,2,0
3092191,2,0
3092191,2,0
3092191,2,0
